Sort	Isolate Sort	Realm	Subrealm	Kingdom	Subkingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	Exemplar or additional isolate	Virus name(s)	Virus name abbreviation(s)	Virus isolate designation	Virus GENBANK accession	Virus REFSEQ accession	Genome coverage	Genome composition	Host source	virus tax id	virus name	virus lineage	refseq id	KEGG GENOME	KEGG DISEASE	DISEASE	host tax id	host name	host lineage	pmid	evidence	sample type	source organism
10944	1	Riboviria		Orthornavirae		Pisuviricota		Pisoniviricetes		Picornavirales		Picornaviridae	Paavivirinae	Parechovirus		Parechovirus A	E	parechovirus A1; human parechovirus 1	HPeV-1	Harris	S45208	NC_038319	Complete genome	ssRNA(+)	vertebrates	12063.0	parechovirus A1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus; Parechovirus A	NC_038319				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	1528901	Literature		
10945	2	Riboviria		Orthornavirae		Pisuviricota		Pisoniviricetes		Picornavirales		Picornaviridae	Paavivirinae	Parechovirus		Parechovirus A	A	human parechovirus 2	HPeV-2	Williamson (Ohio/56)	AJ005695	NC_001897	Complete genome	ssRNA(+)	vertebrates	1803956.0	Parechovirus A	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus	NC_001897				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo				
10962	1	Riboviria		Orthornavirae		Pisuviricota		Pisoniviricetes		Picornavirales		Picornaviridae	Paavivirinae	Parechovirus		Parechovirus B	E	parechovirus B1; Ljunganvirus 1	LV-1	87-012	AF327920	NC_003976	Complete genome	ssRNA(+)	vertebrates	172314.0	Ljungan virus	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus; Parechovirus B	NC_003976				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		UniProt		
11455	1	Riboviria		Orthornavirae		Pisuviricota		Stelpaviricetes		Stellavirales		Astroviridae		Mamastrovirus		Mamastrovirus 1	E	mamastrovirus 1	MAstV1		Z25771	NC_001943	Complete genome	ssRNA(+)	vertebrates	1868658.0	Human astrovirus	Viruses; Riboviria; Orthornavirae; Pisuviricota; Stelpaviricetes; Stellavirales; Astroviridae; unclassified Astroviridae	NC_001943				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo				
11470	1	Riboviria		Orthornavirae		Pisuviricota		Stelpaviricetes		Stellavirales		Astroviridae		Mamastrovirus		Mamastrovirus 6	E	mamastrovirus 6	MAstV6	MLB1	FJ222451	NC_011400	Complete genome	ssRNA(+)	vertebrates	568715.0	Astrovirus MLB1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Stelpaviricetes; Stellavirales; Astroviridae; Mamastrovirus; Mamastrovirus 6	NC_011400				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	18854035	Literature		
11472	1	Riboviria		Orthornavirae		Pisuviricota		Stelpaviricetes		Stellavirales		Astroviridae		Mamastrovirus		Mamastrovirus 8	E	mamastrovirus 8	MAstV8	NI-295	GQ415660	NC_013443	Complete genome	ssRNA(+)	vertebrates	682382.0	HMO Astrovirus A	Viruses; Riboviria; Orthornavirae; Pisuviricota; Stelpaviricetes; Stellavirales; Astroviridae; Mamastrovirus; unclassified Mamastrovirus	NC_013443				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		NCBI Virus, RefSeq		
11473	1	Riboviria		Orthornavirae		Pisuviricota		Stelpaviricetes		Stellavirales		Astroviridae		Mamastrovirus		Mamastrovirus 9	E	mamastrovirus 9	MAstV9	VA1	FJ973620	NC_013060	Complete genome	ssRNA(+)	vertebrates	645687.0	Astrovirus VA1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Stelpaviricetes; Stellavirales; Astroviridae; Mamastrovirus; Mamastrovirus 9	NC_013060				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		RefSeq, UniProt		
11523	1	Riboviria		Pararnavirae		Artverviricota		Revtraviricetes		Blubervirales		Hepadnaviridae		Orthohepadnavirus		Hepatitis B virus	E	hepatitis B virus genotype D	HBV-D		V01460	NC_003977	Complete genome	dsDNA-RT	vertebrates	10407.0	Hepatitis B virus	Viruses; Riboviria; Pararnavirae; Artverviricota; Revtraviricetes; Blubervirales; Hepadnaviridae; Orthohepadnavirus	NC_003977	T40004	H00412	Hepatitis B; Hepatitis B virus (HBV) infection	9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		UniProt		
11741	1	Riboviria		Pararnavirae		Artverviricota		Revtraviricetes		Ortervirales		Retroviridae	Orthoretrovirinae	Deltaretrovirus		Primate T-lymphotropic virus 2	E	primate T-lymphotropic virus 2	PTLV2		M10060	NC_001488	Complete genome	ssRNA-RT	vertebrates	11909.0	Human T-lymphotropic virus 2	Viruses; Riboviria; Pararnavirae; Artverviricota; Revtraviricetes; Ortervirales; Retroviridae; Orthoretrovirinae; Deltaretrovirus; Primate T-lymphotropic virus 2	NC_001488				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		UniProt		
11768	1	Riboviria		Pararnavirae		Artverviricota		Revtraviricetes		Ortervirales		Retroviridae	Orthoretrovirinae	Lentivirus		Human immunodeficiency virus 1	E	human immunodeficiency virus 1	HIV-1		AF033819	NC_001802	Complete genome	ssRNA-RT	vertebrates	11676.0	Human immunodeficiency virus 1	Viruses; Riboviria; Pararnavirae; Artverviricota; Revtraviricetes; Ortervirales; Retroviridae; Orthoretrovirinae; Lentivirus	NC_001802	T40001	H00406, H01563	Acquired immunodeficiency syndrome (AIDS), HIV infection	9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		NCBI Virus, UniProt		
11769	1	Riboviria		Pararnavirae		Artverviricota		Revtraviricetes		Ortervirales		Retroviridae	Orthoretrovirinae	Lentivirus		Human immunodeficiency virus 2	E	human immunodeficiency virus 2	HIV-2	BEN	M30502	NC_001722	Complete genome	ssRNA-RT	vertebrates	11709.0	Human immunodeficiency virus 2	Viruses; Riboviria; Pararnavirae; Artverviricota; Revtraviricetes; Ortervirales; Retroviridae; Orthoretrovirinae; Lentivirus	NC_001722	T40002	H00406, H01563	Acquired immunodeficiency syndrome (AIDS), HIV infection	9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		NCBI Virus, UniProt		
11779	1	Riboviria		Pararnavirae		Artverviricota		Revtraviricetes		Ortervirales		Retroviridae	Spumaretrovirinae	Simiispumavirus		Central chimpanzee simian foamy virus	E	simian foamy virus Pan troglodytes troglodytes	SFVptr_huBAD327	human isolate BAD327	JQ867463	NC_039024	Complete genome	ssRNA-RT	vertebrates	2170194.0	Central cimpanzee simian foamy virus	Viruses; Riboviria; Pararnavirae; Artverviricota; Revtraviricetes; Ortervirales; Retroviridae; Spumaretrovirinae; Simiispumavirus	NC_039024				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		NCBI Virus, RefSeq		
11781	1	Riboviria		Pararnavirae		Artverviricota		Revtraviricetes		Ortervirales		Retroviridae	Spumaretrovirinae	Simiispumavirus		Eastern chimpanzee simian foamy virus	E	simian foamy virus Pan troglodytes schweinfurthii	SFVpsc	human HSRV; clone 13	KX087159	NC_039025	Complete genome	ssRNA-RT	vertebrates	2170195.0	Eastern chimpanzee simian foamy virus	Viruses; Riboviria; Pararnavirae; Artverviricota; Revtraviricetes; Ortervirales; Retroviridae; Spumaretrovirinae; Simiispumavirus	NC_039025				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		NCBI Virus, RefSeq		
11782	1	Riboviria		Pararnavirae		Artverviricota		Revtraviricetes		Ortervirales		Retroviridae	Spumaretrovirinae	Simiispumavirus		Grivet simian foamy virus	E	simian foamy virus Chlorocebus aethiops	SFVcae	LK3	M74895	NC_010820	Complete genome	ssRNA-RT	vertebrates	338079.0	African green monkey simian foamy virus	Viruses; Riboviria; Pararnavirae; Artverviricota; Revtraviricetes; Ortervirales; Retroviridae; Spumaretrovirinae; Spumavirus	NC_010820				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	9151878, 9546784	Literature, UniProt		
11783	1	Riboviria		Pararnavirae		Artverviricota		Revtraviricetes		Ortervirales		Retroviridae	Spumaretrovirinae	Simiispumavirus		Guenon simian foamy virus	E	simian foamy virus Cercopithecus nictitans	SFVcni	human AG16	JQ867466	NC_043445	Complete genome	ssRNA-RT	vertebrates	2170197.0	Guenon simian foamy virus	Viruses; Riboviria; Pararnavirae; Artverviricota; Revtraviricetes; Ortervirales; Retroviridae; Spumaretrovirinae; Simiispumavirus	NC_043445				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		NCBI Virus, RefSeq		
11784	1	Riboviria		Pararnavirae		Artverviricota		Revtraviricetes		Ortervirales		Retroviridae	Spumaretrovirinae	Simiispumavirus		Japanese macaque simian foamy virus	E	simian foamy virus Macaca fuscata	SFVmfu	WK1; clone pJM356	AB923518	NC_039026	Complete genome	ssRNA-RT	vertebrates	2170198.0	Japanese macaque simian foamy virus	Viruses; Riboviria; Pararnavirae; Artverviricota; Revtraviricetes; Ortervirales; Retroviridae; Spumaretrovirinae; Simiispumavirus	NC_039026				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	25017058	Literature		
11789	1	Riboviria		Pararnavirae		Artverviricota		Revtraviricetes		Ortervirales		Retroviridae	Spumaretrovirinae	Simiispumavirus		Western chimpanzee simian foamy virus	E	simian foamy virus Pan troglodytes verus	SFVpve	SFVcpz	U04327	NC_001364	Complete genome	ssRNA-RT	vertebrates	2170203.0	Western chimpanzee simian foamy virus	Viruses; Riboviria; Pararnavirae; Artverviricota; Revtraviricetes; Ortervirales; Retroviridae; Spumaretrovirinae; Simiispumavirus	NC_001364				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo				
11826	1	Ribozyviria										Kolmioviridae		Deltavirus		Deltavirus cameroonense	E	hepatitis D virus 7	HDV-7	dFr2158	AM183333	NC_076108	Complete genome	ssRNA(-)	vertebrates	12475.0	Hepatitis delta virus	Viruses; Ribozyviria; Kolmioviridae; Deltavirus	NC_076108	T40085	H00414	Hepatitis D; Hepatitis D virus (HDV) infection; Hepatitis delta virus infection	9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	3184270, 3627276	Literature, UniProt		
11827	1	Ribozyviria										Kolmioviridae		Deltavirus		Deltavirus carense	E	hepatitis D virus 6	HDV-6	dFr48	AX741164	NC_076110	Complete genome	ssRNA(-)	vertebrates	12475.0	Hepatitis delta virus	Viruses; Ribozyviria; Kolmioviridae; Deltavirus	NC_076110	T40085	H00414	Hepatitis D; Hepatitis D virus (HDV) infection; Hepatitis delta virus infection	9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	3184270, 3627276	Literature, UniProt		
11828	1	Ribozyviria										Kolmioviridae		Deltavirus		Deltavirus italiense	E	hepatitis D virus 1	HDV-1	TW2667	AF104263	NC_059681	Complete genome	ssRNA(-)	vertebrates	2847173.0	hepatitis D virus 1	Viruses; Ribozyviria; Kolmioviridae; Deltavirus; Deltavirus italiense	NC_059681				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	10555293	Literature		
11829	1	Ribozyviria										Kolmioviridae		Deltavirus		Deltavirus japanense	E	hepatitis D virus 2	HDV-2	TW2476	AF104264	NC_059682	Complete genome	ssRNA(-)	vertebrates	2847174.0	hepatitis D virus 2	Viruses; Ribozyviria; Kolmioviridae; Deltavirus; Deltavirus japanense	NC_059682				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	10555293	Literature		
11830	1	Ribozyviria										Kolmioviridae		Deltavirus		Deltavirus peruense	E	hepatitis D virus 3	HDV-3	VnzD8349	AB037948	NC_076103	Complete genome	ssRNA(-)	vertebrates	12475.0	Hepatitis delta virus	Viruses; Ribozyviria; Kolmioviridae; Deltavirus	NC_076103	T40085	H00414	Hepatitis D; Hepatitis D virus (HDV) infection; Hepatitis delta virus infection	9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	3184270, 3627276	Literature, UniProt		
11831	1	Ribozyviria										Kolmioviridae		Deltavirus		Deltavirus senegalense	E	hepatitis D virus 8	HDV-8	dFr2072	AM183330	NC_076106	Complete genome	ssRNA(-)	vertebrates	12475.0	Hepatitis delta virus	Viruses; Ribozyviria; Kolmioviridae; Deltavirus	NC_076106	T40085	H00414	Hepatitis D; Hepatitis D virus (HDV) infection; Hepatitis delta virus infection	9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	3184270, 3627276	Literature, UniProt		
11832	1	Ribozyviria										Kolmioviridae		Deltavirus		Deltavirus taiwanense	E	hepatitis D virus 4	HDV-4	TW-2b	AF018077	NC_075122	Complete genome	ssRNA(-)	vertebrates	2847176.0	hepatitis D virus 4	Viruses; Ribozyviria; Kolmioviridae; Deltavirus; Deltavirus taiwanense	NC_075122				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	10555293	Literature		
11833	1	Ribozyviria										Kolmioviridae		Deltavirus		Deltavirus togense	E	hepatitis D virus 5	HDV-5	dFr2005	AM183331	NC_076107	Complete genome	ssRNA(-)	vertebrates	12475.0	Hepatitis delta virus	Viruses; Ribozyviria; Kolmioviridae; Deltavirus	NC_076107	T40085	H00414	Hepatitis D; Hepatitis D virus (HDV) infection; Hepatitis delta virus infection	9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	3184270, 3627276	Literature, UniProt		
11952	1	Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Pimascovirales		Marseilleviridae		Marseillevirus		Senegalvirus marseillevirus	E	Senegalvirus marseillevirus	SVMV	SSV-A	JF909596; JF909597; JF909598; JF909599; JF909600; JF909601	NC_043225	Partial genome	dsDNA	protists	944645.0	Senegalvirus marseillevirus	Viruses; Varidnaviria; Bamfordvirae; Nucleocytoviricota; Megaviricetes; Pimascovirales; Marseilleviridae; Marseillevirus	NC_043225				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		RefSeq		
12002	1	Varidnaviria		Bamfordvirae		Nucleocytoviricota		Pokkesviricetes		Chitovirales		Poxviridae	Chordopoxvirinae	Molluscipoxvirus		Molluscum contagiosum virus	E	molluscum contagiosum virus	MCV	subtype 1	U60315	NC_001731	Complete genome	dsDNA	vertebrates	10280.0	Molluscum contagiosum virus subtype 1	Viruses; Varidnaviria; Bamfordvirae; Nucleocytoviricota; Pokkesviricetes; Chitovirales; Poxviridae; Chordopoxvirinae; Molluscipoxvirus; Molluscum contagiosum virus	NC_001731	T40124	H01052	Molluscum contagiosum	9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	8670425	Literature, UniProt		
12005	1	Varidnaviria		Bamfordvirae		Nucleocytoviricota		Pokkesviricetes		Chitovirales		Poxviridae	Chordopoxvirinae	Orthopoxvirus		Akhmeta virus	E	Akhmeta virus	AKHV	Akhmeta_2013-88	MH607141	NC_055230	Complete genome	dsDNA	vertebrates	2200830.0	Orthopoxvirus akhmetapox	Viruses; Varidnaviria; Bamfordvirae; Nucleocytoviricota; Pokkesviricetes; Chitovirales; Poxviridae; Chordopoxvirinae; Orthopoxvirus	NC_055230				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	31554682	Literature, NCBI Virus, RefSeq		
