query	qlen
transactivating_tegument_protein_VP16__YP_009137123__Human_alphaherpesvirus_1__10298	490
transactivating_tegument_protein_VP16__YP_009137200__Human_alphaherpesvirus_2__10310	490
transactivating_tegument_protein_VP16__YP_443895__Papiine_alphaherpesvirus_2__340907	491
transactivator__NP_042935__Human_betaherpesvirus_6A__32603	515
transactivator__NP_050180__Human_betaherpesvirus_6B__32604	392
transactivator__NP_050184__Human_betaherpesvirus_6B__32604	363
transactivator__NP_050185__Human_betaherpesvirus_6B__32604	386
transactivator__NP_050223__Human_betaherpesvirus_6B__32604	516
transactivator__NP_050277__Human_betaherpesvirus_6B__32604	392
thymidine_kinase__YP_009137097__Human_alphaherpesvirus_1__10298	376
thymidine_kinase__YP_009137174__Human_alphaherpesvirus_2__10310	376
thymidine_kinase__YP_009408474__NY_014_poxvirus__2025360	180
thymidine_kinase__YP_010085550__Akhmeta_virus__2200830	177
thymidine_kinase__YP_232976__Vaccinia_virus__10245	177
thymidine_kinase__YP_401701__Human_gammaherpesvirus_4__10376	607
thymidine_kinase__YP_443869__Papiine_alphaherpesvirus_2__340907	370
thymidylate_kinase__YP_009408548__NY_014_poxvirus__2025360	205
telomere_binding_protein__YP_009408455__NY_014_poxvirus__2025360	383
terminal_protein_precursor_pTP__NP_040518__Human_mastadenovirus_C__129951	671
terminal_protein_precursor_pTP__NP_040854__Human_mastadenovirus_F__130309	646
putative_Phosphotransferase_anion_transport_protein__YP_009408549__NY_014_poxvirus__2025360	159
putative_RNA-dependent_RNA_polymerase_VP1__NP_694469__Banna_virus_strain_JKT-6423__649604	1214
putative_Rep_protein__YP_009022029__Circo-like_virus-Brazil_hs1__1346815	287
putative_S_peptide__YP_009227305__Human_pegivirus_2__1729141	79
putative_TLR_signalling_inhibitor__YP_009408409__NY_014_poxvirus__2025360	205
putative_VP1__YP_009058895__Bufavirus-3__1391667	710
putative_VP1__YP_009508805__Cutavirus__1867125	707
putative_X_peptide__YP_009227302__Human_pegivirus_2__1729141	237
putative_Y2_protein__NP_604438__Human_respirovirus_1__12730	175
putative_alpha_aminitin-sensitive_protein__NP_042061__Variola_virus__10255	177
putative_alpha_aminitin-sensitive_protein__NP_938265__Yaba_monkey_tumor_virus__38804	239
putative_capsid_protein__NP_050213__Human_betaherpesvirus_6B__32604	89
putative_capsid_protein__YP_006905854__Astrovirus_MLB3__1247114	747
putative_capsid_protein__YP_006905857__Astrovirus_VA4__1247113	729
putative_capsid_protein__YP_006905860__Astrovirus_VA3__683174	755
putative_capsid_protein__YP_008431134__Parvovirus_NIH-CQV__1341019	491
putative_capsid_protein__YP_009408605__Hudisavirus_sp.__2021738	335
putative_coronavirus_nsp10_-MB,_NTPase_HEL-__NP_835353__Human_coronavirus_229E__11137	597
unnamed_protein_product__YP_004934008__Astrovirus_MLB2__683172	787
unnamed_protein_product__YP_004934010__Astrovirus_MLB2__683172	745
uracil-DNA_glycosylase__NP_040181__Human_alphaherpesvirus_3__10335	305
uracil-DNA_glycosylase__NP_042974__Human_betaherpesvirus_6A__32603	255
uracil-DNA_glycosylase__NP_851861__Macacine_alphaherpesvirus_1__10325	317
uracil-DNA_glycosylase__YP_002608295__Human_herpesvirus_5__10359	250
uracil-DNA_glycosylase__YP_004936073__Cercopithecine_betaherpesvirus_5__50292	248
uracil-DNA_glycosylase__YP_009137076__Human_alphaherpesvirus_1__10298	334
uracil-DNA_glycosylase__YP_009137153__Human_alphaherpesvirus_2__10310	334
uracil-DNA_glycosylase__YP_009408489__NY_014_poxvirus__2025360	218
uracil-DNA_glycosylase__YP_073819__Human_betaherpesvirus_7__10372	254
uracil-DNA_glycosylase__YP_081554__Human_betaherpesvirus_5__10359	250
uracil-DNA_glycosylase__YP_232991__Vaccinia_virus__10245	218
uracil-DNA_glycosylase__YP_401679__Human_gammaherpesvirus_4__10376	255
uracil-DNA_glycosylase__YP_443848__Papiine_alphaherpesvirus_2__340907	318
vCCI_or_CPXV003_protein__NP_619792__Cowpox_virus__10243	246
vCCI_or_CPXV227_protein__NP_620006__Cowpox_virus__10243	246
vCD30__NP_619804__Cowpox_virus__10243	110
vIRF-1__YP_001129411__Human_gammaherpesvirus_8__37296	449
vIRF-2__YP_001129414__Human_gammaherpesvirus_8__37296	680
vIRF-3__YP_001129413__Human_gammaherpesvirus_8__37296	566
vif_protein__NP_056839__Human_immunodeficiency_virus_2__11709	215
viral_DNA_polymerase_processivity_factor__YP_009408521__NY_014_poxvirus__2025360	426
viral_DNA_polymerase_processivity_factor__YP_233023__Vaccinia_virus__10245	426
transport_capsid_assembly__NP_050221__Human_betaherpesvirus_6B__32604	726
trimeric_virion_coat_protein__YP_010085576__Akhmeta_virus__2200830	551
truncated_P4c__YP_010085605__Akhmeta_virus__2200830	519
truncated_envelope_protein_UL131A__YP_002608302__Human_herpesvirus_5__10359	74
truncated_membrane_protein_RL13__NP_783771__Human_herpesvirus_5__10359	147
truncated_membrane_protein_RL13__NP_783798__Human_herpesvirus_5__10359	147
type-I_membrane_glycoprotein__YP_009408541__NY_014_poxvirus__2025360	190
tyr_ser_protein_phosphatase__YP_009408479__NY_014_poxvirus__2025360	171
tyr_ser_protein_phosphatase__YP_232981__Vaccinia_virus__10245	171
ubiquitin_E3_ligase_ICP0__NP_040183__Human_alphaherpesvirus_3__10335	467
transframe_fusion_protein__YP_006491242__Barmah_Forest_virus__11020	73
transframe_fusion_protein__YP_006491246__Onyong-nyong_virus__2169701	76
transframe_fusion_protein__YP_006491250__Mayaro_virus__59301	75
transframe_fusion_protein__YP_006491254__Ross_River_virus__11029	55
transmembrane_domain_2__NP_742170__Bovine_coronavirus__11128	496
transmembrane_glycoprotein_G__NP_056796__Lyssavirus_rabies__11292	524
transmembrane_glycoprotein_G__YP_142353__Lyssavirus_mokola__12538	522
transframe_fusion_protein__YP_006491226__Sindbis_virus__11034	70
transframe_fusion_protein__YP_006491228__Western_equine_encephalitis_virus__11039	70
transframe_fusion_protein__YP_006491234__Eastern_equine_encephalitis_virus__11021	91
transframe_fusion_protein__YP_006491236__Venezuelan_equine_encephalitis_virus__11036	71
transforming_protein__YP_006393309__Human_papillomavirus_type_144__1070417	140
transforming_protein__YP_006393310__Human_papillomavirus_type_144__1070417	99
transframe_fusion_protein__YP_006390079__Semliki_Forest_virus__11033	75
transforming_protein__YP_006393303__Human_papillomavirus_140__1070413	99
transforming_protein__YP_006393302__Human_papillomavirus_140__1070413	143
transforming_protein__YP_006393296__Human_papillomavirus_type_137__1070410	99
E6_protein__YP_008433326__Human_papillomavirus_179__1472342	138
E6_protein__YP_009022057__Human_papillomavirus_178__1478160	138
E6__YP_009553529__Gammapapillomavirus_sp.__2049444	138
E4__YP_009553036__Gammapapillomavirus_sp.__2049444	192
E4__YP_009553513__Gammapapillomavirus_sp.__2049444	167
E4__YP_009553526__Gammapapillomavirus_sp.__2049444	150
E4__YP_009553533__Gammapapillomavirus_sp.__2049444	148
E4_protein__YP_009022061__Human_papillomavirus_178__1478160	166
E4_protein__YP_009507315__Human_papillomavirus_204__1650736	131
E5__YP_009362311__Human_papillomavirus_type_85__652810	73
E6__YP_003858573__Human_papillomavirus_127__746832	139
E4_ORF6_7__YP_009246401__Bat_mastadenovirus_WIV10__1788432	133
E4_ORF6_7__YP_009246440__Bat_mastadenovirus_WIV11__1788433	133
E4_ORF5__YP_009246370__Bat_mastadenovirus_WIV9__1788436	123
E4_ORF4__YP_009246404__Bat_mastadenovirus_WIV10__1788432	250
VP2__YP_002302226__Rotavirus_A__28875	882
VP2__YP_002586776__Human_bocavirus_2c_PK__1511882	538
VP2__YP_002808457__Human_bocavirus_3__638313	539
VP2__YP_002956078__Cosavirus_E__2003651	270
U_exon__YP_009246399__Bat_mastadenovirus_WIV10__1788432	58
U_exon__YP_009246438__Bat_mastadenovirus_WIV11__1788433	58
U_exon_protein__YP_005271199__bat_adenovirus_3__2758098	67
Uracil-DNA_glycosylase__YP_010085566__Akhmeta_virus__2200830	218
Uracil_DNA_glycosylase_superfamily__YP_010377098__Monkeypox_virus__10244	218
Uracyl-DNA_glycosylase__NP_050260__Human_betaherpesvirus_6B__32604	255
U7__NP_042898__Human_betaherpesvirus_6A__32603	1227
U83__NP_042976__Human_betaherpesvirus_6A__32603	97
U84__NP_042977__Human_betaherpesvirus_6A__32603	342
U75__NP_042968__Human_betaherpesvirus_6A__32603	249
U68__NP_042961__Human_betaherpesvirus_6A__32603	114
U67__NP_042960__Human_betaherpesvirus_6A__32603	353
hexon_assembly_protein_100K__NP_040865__Human_mastadenovirus_F__130309	770
hexon_assembly_protein_100K__NP_040927__Human_mastadenovirus_A__129875	782
VP1__YP_009679035__Norovirus_GII_Hu_JP_2007_GII.P15_GII.15_Sapporo_HK299__1529918	555
VP1__YP_009518836__Norovirus_GII.17__552592	540
putative_spike_protein__YP_009551700__Yichang_virus__2053026	902
putative_transmembrane_protein__NP_938277__Yaba_monkey_tumor_virus__38804	82
putative_transmembrane_protein__NP_938299__Yaba_monkey_tumor_virus__38804	73
putative_transmembrane_protein__NP_938389__Yaba_monkey_tumor_virus__38804	154
putative_transmembrane_protein__NP_938401__Yaba_monkey_tumor_virus__38804	106
putative_type-1_membrane_glycoprotein__YP_010085624__Akhmeta_virus__2200830	202
putative_type-I_membrane_glycoprotein__YP_233050__Vaccinia_virus__10245	194
putative_viral_membrane_protein__NP_042129__Variola_virus__10255	189
putative_viral_membrane_protein__NP_938328__Yaba_monkey_tumor_virus__38804	189
putative_viral_membrane_protein__YP_010085556__Akhmeta_virus__2200830	189
putative_virion_core_protein__NP_042096__Variola_virus__10255	129
putative_virion_core_protein__NP_042114__Variola_virus__10255	371
putative_virion_core_protein__NP_938297__Yaba_monkey_tumor_virus__38804	125
putative_virion_core_protein__NP_938312__Yaba_monkey_tumor_virus__38804	366
putative_virion_protein__NP_050215__Human_betaherpesvirus_6B__32604	276
putative_virion_structural_protein__NP_938335__Yaba_monkey_tumor_virus__38804	153
putative_viron_protein__NP_050255__Human_betaherpesvirus_6B__32604	662
putative_virulence_factor__NP_042060__Variola_virus__10255	117
regulatory_protein_E2__NP_041328__Human_papillomavirus_type_16__333760	365
regulatory_protein_E2__NP_597740__Mupapillomavirus_1__334203	386
regulatory_protein_E2__YP_003668028__Human_papillomavirus_121__915429	390
regulatory_protein_ICP22__NP_040185__Human_alphaherpesvirus_3__10335	278
regulatory_protein_ICP22__NP_040192__Human_alphaherpesvirus_3__10335	278
regulatory_protein_ICP22__NP_851920__Macacine_alphaherpesvirus_1__10325	450
regulatory_protein_ICP22__YP_009137136__Human_alphaherpesvirus_1__10298	420
regulatory_protein_ICP22__YP_009137213__Human_alphaherpesvirus_2__10310	414
regulatory_protein_ICP22__YP_443907__Papiine_alphaherpesvirus_2__340907	425
regulatory_protein_IE1__YP_002608299__Human_herpesvirus_5__10359	491
regulatory_protein_IE1__YP_004936081__Cercopithecine_betaherpesvirus_5__50292	545
regulatory_protein_IE1__YP_081562__Human_betaherpesvirus_5__10359	491
regulatory_protein_IE2__NP_783796__Human_herpesvirus_5__10359	580
regulatory_protein_IE2__YP_004936080__Cercopithecine_betaherpesvirus_5__50292	579
regulatory_protein_IE2__YP_081561__Human_betaherpesvirus_5__10359	580
regulatory_protein__YP_006393284__Human_papillomavirus_135__1070408	403
regulatory_protein__YP_006393291__Human_papillomavirus_136__1070409	392
regulatory_protein__YP_006393298__Human_papillomavirus_type_137__1070410	403
regulatory_protein__YP_006393305__Human_papillomavirus_140__1070413	392
regulatory_protein__YP_006393312__Human_papillomavirus_type_144__1070417	387
rep_protein__YP_009508842__Human_associated_huchismacovirus_1__2169934	248
rep_protein__YP_009508844__Human_associated_huchismacovirus_2__2169935	249
rep_protein__YP_009508846__Human_associated_huchismacovirus_3__2169936	249
replication-associated_protein__YP_009021871__Human_associated_cyclovirus_10__2038728	278
replication-associated_protein__YP_009051960__Human_circovirus_VS6600022__1525173	370
replication-associated_protein__YP_009130657__Human_genital-associated_circular_DNA_virus-1__1488574	310
replication-associated_protein__YP_009333618__Indian_encephalitis_associated_cyclovirus__1755290	221
replication-associated_protein__YP_009506330__Cyclovirus_SL-108277__1520935	276
replication-associated_protein__YP_009551492__Gemycircularvirus_sp.__1983771	297
replication-associated_protein__YP_010087240__Human_lung-associated_vientovirus_FB__2571082	349
replication-association_protein__YP_009458619__Cyclovirus_PK5006__742915	278
replication-association_protein__YP_009506283__Human_stool-associated_circular_virus_NG13__743300	307
replication-association_protein__YP_009506317__Cyclovirus_PK5510__742918	280
replication-association_protein__YP_009506319__Cyclovirus_PK5222__742917	279
replication-association_protein__YP_009506321__Cyclovirus_TN25__742924	286
replication-association_protein__YP_009506323__Cyclovirus_PK5034__742916	277
replication-association_protein__YP_009506325__Cyclovirus_NG12__742922	281
replication-association_protein__YP_009506327__Cyclovirus_NG14__742923	286
replication-association_protein__YP_009513185__Cyclovirus_VN__1348500	292
replication_associated_protein__YP_009181996__Human_associated_gemyvongvirus_1__1985415	341
replication_associated_protein__YP_009408603__Human_feces_smacovirus_3__1820159	267
replication_associated_protein__YP_009408604__Hudisavirus_sp.__2021738	366
replication_associated_protein__YP_009506632__Human_gemycircularvirus_GeTz1__1792832	330
replication_associated_protein__YP_009508865__Human_feces_smacovirus_2__1820158	278
replication_associated_protein__YP_009551326__Human_feces_pecovirus__1820160	320
replication_association_protein__YP_008130363__Human_cyclovirus_VS5700009__1345637	278
replication_initiation_associated_protein_1__YP_009259551__Gemycircularvirus_HV-GcV1__1862824	233
replication_initiation_associated_protein_2__YP_009259550__Gemycircularvirus_HV-GcV1__1862824	108
replication_initiation_associated_protein__YP_009259554__Gemycircularvirus_HV-GcV2__1862825	345
replication_initiation_associated_protein__YP_009259555__Circular_ssDNA_virus_sp.__2805939	340
replication_protein_E1__NP_041327__Human_papillomavirus_type_16__333760	649
replication_protein_E1__NP_597739__Mupapillomavirus_1__334203	612
replication_protein_E1__YP_003668027__Human_papillomavirus_121__915429	609
replication_protein__YP_006393283__Human_papillomavirus_135__1070408	601
replication_protein__YP_006393290__Human_papillomavirus_136__1070409	603
replication_protein__YP_006393297__Human_papillomavirus_type_137__1070410	610
replication_protein__YP_006393304__Human_papillomavirus_140__1070413	605
replication_protein__YP_006393311__Human_papillomavirus_type_144__1070417	599
retropepsin__YP_001856241__Human_immunodeficiency_virus_1__11676	99
retroviral_pseudoprotease-like_protein__YP_010377010__Monkeypox_virus__10244	64
rev_protein__NP_056843__Human_immunodeficiency_virus_2__11709	103
reverse_transcriptase__NP_705927__Human_immunodeficiency_virus_1__11676	560
reverse_transcriptase__YP_001856242__Human_immunodeficiency_virus_1__11676	560
reverse_transcriptase_p51_subunit__NP_789739__Human_immunodeficiency_virus_1__11676	440
rex_protein__YP_002455787__Human_T-lymphotropic_virus_4__318279	170
ribonuclease_reductase_S_subunit__YP_010085495__Akhmeta_virus__2200830	319
ribonucleotide_reductase_large_subunit__YP_009408453__NY_014_poxvirus__2025360	763
ribonucleotide_reductase_large_subunit__YP_010085528__Akhmeta_virus__2200830	771
ribonucleotide_reductase_large_subunit__YP_232955__Vaccinia_virus__10245	771
ribonucleotide_reductase_small_subunit__YP_009408420__NY_014_poxvirus__2025360	320
ribonucleotide_reductase_small_subunit__YP_232925__Vaccinia_virus__10245	319
ribonucleotide_reductase_subunit_1__NP_040142__Human_alphaherpesvirus_3__10335	775
ribonucleotide_reductase_subunit_1__NP_851899__Macacine_alphaherpesvirus_1__10325	997
ribonucleotide_reductase_subunit_1__YP_002608251__Human_herpesvirus_5__10359	906
ribonucleotide_reductase_subunit_1__YP_009137114__Human_alphaherpesvirus_1__10298	1137
ribonucleotide_reductase_subunit_1__YP_009137191__Human_alphaherpesvirus_2__10310	1142
ribonucleotide_reductase_subunit_1__YP_073768__Human_betaherpesvirus_7__10372	806
ribonucleotide_reductase_subunit_1__YP_081503__Human_betaherpesvirus_5__10359	906
ribonucleotide_reductase_subunit_1__YP_401655__Human_gammaherpesvirus_4__10376	826
ribonucleotide_reductase_subunit_1__YP_443886__Papiine_alphaherpesvirus_2__340907	986
ribonucleotide_reductase_subunit_2__NP_040141__Human_alphaherpesvirus_3__10335	306
ribonucleotide_reductase_subunit_2__NP_851900__Macacine_alphaherpesvirus_1__10325	338
ribonucleotide_reductase_subunit_2__YP_009137115__Human_alphaherpesvirus_1__10298	340
ribonucleotide_reductase_subunit_2__YP_009137192__Human_alphaherpesvirus_2__10310	337
ribonucleotide_reductase_subunit_2__YP_401656__Human_gammaherpesvirus_4__10376	302
ribonucleotide_reductase_subunit_2__YP_443887__Papiine_alphaherpesvirus_2__340907	339
rifampicin_target__YP_233000__Vaccinia_virus__10245	551
schlafen-like_protein__YP_010085640__Akhmeta_virus__2200830	504
second_secreted_glycoprotein__NP_066248__Zaire_ebolavirus__186538	297
second_secreted_glycoprotein__YP_003815428__Tai_Forest_ebolavirus__186541	302
second_secreted_glycoprotein__YP_003815437__Bundibugyo_ebolavirus__565995	302
second_secreted_glycoprotein__YP_009246341__Sudan_ebolavirus__186540	318
secreted_EGF-like_protein__YP_009408405__NY_014_poxvirus__2025360	116
secreted_TNF-receptor-like_protein__YP_233061__Vaccinia_virus__10245	103
secreted_complement-binding_protein__NP_042056__Variola_virus__10255	263
secreted_complement_binding_C3b_C4b__YP_232907__Vaccinia_virus__10245	263
secreted_epidermal_growth_factor-like__YP_232891__Vaccinia_virus__10245	140
secreted_epidermal_growth_factor-like_protein__YP_233092__Vaccinia_virus__10245	140
secreted_glycoprotein__YP_010085621__Akhmeta_virus__2200830	173
secreted_glycoprotein__YP_233048__Vaccinia_virus__10245	219
semaphorin-like_protein__NP_042192__Variola_virus__10255	74
semaphorin-like_protein__NP_042194__Variola_virus__10255	139
semaphorin-like_protein__YP_233045__Vaccinia_virus__10245	295
semaphorin-like_protein__YP_233046__Vaccinia_virus__10245	142
semaphorin__YP_010085620__Akhmeta_virus__2200830	398
seprin__YP_010085658__Akhmeta_virus__2200830	360
ser_thr_kinase__YP_009408557__NY_014_poxvirus__2025360	302
ser_thr_kinase__YP_232931__Vaccinia_virus__10245	439
ser_thr_kinase__YP_233065__Vaccinia_virus__10245	300
ser_thr_protein_kinase-like_protein__YP_009408565__NY_014_poxvirus__2025360	286
ser_thr_protein_kinase-like_protein__YP_233076__Vaccinia_virus__10245	283
serine_protease_inhibitor-like_SPI-1__YP_233087__Vaccinia_virus__10245	353
serine_protease_inhibitor-like__YP_232915__Vaccinia_virus__10245	369
serine_protease_inhibitor-like_protein__NP_042066__Variola_virus__10255	373
serine_threonine_protein_kinase_US3__NP_040188__Human_alphaherpesvirus_3__10335	393
serine_threonine_protein_kinase_US3__NP_851922__Macacine_alphaherpesvirus_1__10325	458
serine_threonine_protein_kinase_US3__YP_009137138__Human_alphaherpesvirus_1__10298	481
serine_threonine_protein_kinase_US3__YP_009137215__Human_alphaherpesvirus_2__10310	481
serine_threonine_protein_kinase_US3__YP_443909__Papiine_alphaherpesvirus_2__340907	463
