RefSeq_ID	GenBank_ID	Match_Type
YP_081456	AAR31562.1	GenBank Name Curated (Extracted Product)
NP_783801	No Match Found	No Match
NP_042976	CAA58332.2	Product
NP_050262	No Match Found	No Match
NP_783774	No Match Found	No Match
YP_081474	AAR31580.1	GenBank Name Curated (Extracted Product)
NP_828858	No Match Found	No Match
YP_173242	AAT98585.1	GenBank Name Curated (Extracted Product)
YP_009555245	AAT84358.1	GenBank Name Curated (Extracted Product)
YP_009724397	QHD43423.2	GenBank Name Curated (Extracted Product)
YP_007188586	No Match Found	No Match
YP_009047211	No Match Found	No Match
YP_009825061	No Match Found	No Match
NP_150083	No Match Found	No Match
YP_001129467	No Match Found	No Match
YP_401673	No Match Found	No Match
NP_073519	CAC21372.1	GenBank Name Curated (Extracted Product)
NP_044067	No Match Found	No Match
YP_009246371	No Match Found	No Match
YP_009246404	No Match Found	No Match
YP_009246443	No Match Found	No Match
YP_401716	No Match Found	No Match
YP_002608256	No Match Found	No Match
YP_081510	AAR31615.1	GenBank Name Curated (Extracted Product)
YP_004936006	AEV80395.1	GenBank Name Curated (Extracted Product)
YP_010087238	No Match Found	No Match
YP_392511	AAA47354.1	GenBank Name Curated (Extracted Product)
NP_938401	No Match Found	No Match
NP_073535	CAC21388.1	GenBank Name Curated (Extracted Product)
NP_073551	AAG48592.1	GenBank Name Curated (Extracted Product)
YP_010085081	No Match Found	No Match
NP_671969	No Match Found	No Match
YP_009666969	APA28994.1	Product
NP_982303	AAQ04607.1	Product
NP_047212	AAA42777.1	GenBank Name Curated (Extracted Product)
YP_009666961	APA29002.1	Product
YP_004936082	AEV80470.1	GenBank Name Curated (Extracted Product)
YP_232898	AAO89295.1	GenBank Name Curated (Extracted Product)
YP_009118473	No Match Found	No Match
NP_859041	No Match Found	No Match
YP_308852	No Match Found	No Match
YP_308846	No Match Found	No Match
YP_089654	No Match Found	No Match
NP_056659	No Match Found	No Match
NP_040986	No Match Found	No Match
YP_009118630	No Match Found	No Match
YP_308666	No Match Found	No Match
NP_751921	No Match Found	No Match
YP_009272682	No Match Found	No Match
YP_009272649	No Match Found	No Match
YP_009272637	No Match Found	No Match
YP_001491551	No Match Found	No Match
YP_401671	No Match Found	No Match
YP_003199427	ADJ00325.1	GenBank Name Curated (Extracted Product)
YP_004936105	AEV80493.1	GenBank Name Curated (Extracted Product)
YP_003864075	No Match Found	No Match
YP_004936103	AEV80491.1	GenBank Name Curated (Extracted Product)
YP_010377110	No Match Found	No Match
NP_619917	AAM13575.1	GenBank Name Curated (Extracted Product)
NP_044056	No Match Found	No Match
YP_009408501	No Match Found	No Match
NP_957855	AAR98303.1	GenBank Name Curated (Extracted Product)
YP_233003	AAO89400.1	GenBank Name Curated (Extracted Product)
NP_042150	No Match Found	No Match
YP_010085579	AXN74916.1	GenBank Name Curated (Extracted Product)
NP_073478	CAC21331.1	GenBank Name Curated (Extracted Product)
NP_938348	AAR07449.1	Product
NP_040867	No Match Found	No Match
YP_005271195	ADD17115.1	GenBank Name Curated (Extracted Product)
YP_009246432	No Match Found	No Match
NP_040866	No Match Found	No Match
YP_009246394	No Match Found	No Match
YP_009246393	No Match Found	No Match
YP_002213783	No Match Found	No Match
YP_009246433	No Match Found	No Match
YP_002213784	No Match Found	No Match
YP_009246361	No Match Found	No Match
YP_009246360	No Match Found	No Match
NP_050194	No Match Found	No Match
YP_073754	No Match Found	No Match
NP_042905	CAA58392.1	Product
YP_009109712	No Match Found	No Match
YP_007518449	AGG91489.1	GenBank Name Curated (Extracted Product)
YP_007518449	AGG91482.1	GenBank Name Curated (Extracted Product)
YP_003587825	AAL11041.1	Product
YP_009505737	ABU55892.1	Product
YP_003587910	No Match Found	No Match
YP_009505740	ABU55895.1	Product
YP_009109709	No Match Found	No Match
YP_009256214	ANH58873.1	Product
YP_009505733	ABU55888.1	Product
YP_003587892	No Match Found	No Match
YP_003587915	No Match Found	No Match
YP_009825063	No Match Found	No Match
YP_009506633	No Match Found	No Match
YP_009344826	No Match Found	No Match
YP_009430306	No Match Found	No Match
YP_089657	No Match Found	No Match
NP_619944	AAM13602.1	GenBank Name Curated (Extracted Product)
YP_009408405	No Match Found	No Match
NP_619874	AAM13532.1	GenBank Name Curated (Extracted Product)
YP_232959	No Match Found	No Match
YP_010085532	AXN74869.1	GenBank Name Curated (Extracted Product)
YP_010377066	No Match Found	No Match
NP_073434	CAC21287.1	GenBank Name Curated (Extracted Product)
NP_957813	AAR98261.1	GenBank Name Curated (Extracted Product)
NP_042106	No Match Found	No Match
YP_009408457	No Match Found	No Match
NP_938304	No Match Found	No Match
NP_044001	No Match Found	No Match
NP_073407	CAC21260.1	GenBank Name Curated (Extracted Product)
NP_938278	AAR07379.1	Product
YP_081559	AAR31663.1	GenBank Name Curated (Extracted Product)
YP_002608297	No Match Found	No Match
YP_004936078	AEV80466.1	GenBank Name Curated (Extracted Product)
NP_957902	AAR98350.1	GenBank Name Curated (Extracted Product)
NP_042223	No Match Found	No Match
YP_392489	CAC44890.1	GenBank Name Curated (Extracted Product)
YP_002302226	ABG75814.1	GenBank Name Curated (Extracted Product)
YP_009924320	No Match Found	No Match
YP_009555247	No Match Found	No Match
YP_459934	No Match Found	No Match
NP_742130	No Match Found	No Match
YP_009944270	No Match Found	No Match
NP_043965	No Match Found	No Match
YP_138521	No Match Found	No Match
YP_003815424	No Match Found	No Match
NP_066244	No Match Found	No Match
YP_003815433	No Match Found	No Match
YP_009055223	No Match Found	No Match
YP_001531154	No Match Found	No Match
YP_009345876	No Match Found	No Match
YP_003858575	No Match Found	No Match
YP_003668029	No Match Found	No Match
YP_006393299	No Match Found	No Match
YP_006393285	AEM24597.1	GenBank Name Curated (Extracted Product)
YP_009158856	AKP16344.1	Product
YP_009552552	No Match Found	No Match
YP_004169281	No Match Found	No Match
YP_004169288	No Match Found	No Match
YP_009134747	No Match Found	No Match
YP_009022061	AHN16189.1	GenBank Name Curated (Extracted Product)
NP_787043	No Match Found	No Match
YP_001531155	No Match Found	No Match
NP_066245	No Match Found	No Match
YP_138522	No Match Found	No Match
YP_009055224	No Match Found	No Match
YP_003815425	No Match Found	No Match
YP_003815434	No Match Found	No Match
NP_694479	No Match Found	No Match
YP_009551701	ATV90890.1	GenBank Name Curated (Extracted Product)
YP_002608303	No Match Found	No Match
YP_004936086	AEV80474.1	GenBank Name Curated (Extracted Product)
YP_081567	AAR31671.1	GenBank Name Curated (Extracted Product)
NP_040193	No Match Found	No Match
YP_009137226	No Match Found	No Match
NP_851933	No Match Found	No Match
NP_040184	No Match Found	No Match
YP_009137149	No Match Found	No Match
YP_443920	No Match Found	No Match
YP_009137135	AEQ77091.1	GenBank Name Curated (Extracted Product)
YP_009137135	AEQ77105.1	GenBank Name Curated (Extracted Product)
YP_009137212	No Match Found	No Match
YP_002608301	No Match Found	No Match
YP_081565	AAR31669.1	GenBank Name Curated (Extracted Product)
YP_004936084	AEV80472.1	GenBank Name Curated (Extracted Product)
YP_009227121	BAU21074.1	GenBank Name Curated (Extracted Product)
YP_009304987	AJG39287.1	GenBank Name Curated (Extracted Product)
YP_009408561	No Match Found	No Match
YP_003815436	No Match Found	No Match
YP_138524	No Match Found	No Match
YP_003815437	No Match Found	No Match
NP_066247	No Match Found	No Match
YP_003815428	No Match Found	No Match
YP_009246341	No Match Found	No Match
YP_003815427	No Match Found	No Match
NP_066248	No Match Found	No Match
YP_008126846	No Match Found	No Match
NP_040876	No Match Found	No Match
NP_040875	No Match Found	No Match
NP_040933	No Match Found	No Match
YP_005271200	ADD17120.1	GenBank Name Curated (Extracted Product)
YP_009679037_p22	No Match Found	No Match
YP_009679034_p22	No Match Found	No Match
YP_009701450	No Match Found	No Match
YP_009518846	No Match Found	No Match
YP_009725315_p22	No Match Found	No Match
YP_009701456	No Match Found	No Match
YP_009238495	No Match Found	No Match
YP_009684403	No Match Found	No Match
YP_009538337	No Match Found	No Match
NP_579881	No Match Found	No Match
NP_059444_0-69	No Match Found	No Match
NP_041330	No Match Found	No Match
YP_009362311	No Match Found	No Match
YP_009137157	AEV91344.1	GenBank Name Curated (Extracted Product)
YP_004936069	AEV80457.1	GenBank Name Curated (Extracted Product)
YP_001129476	No Match Found	No Match
YP_001129395	ABD28893.1	Product
YP_081550	AAR31654.1	GenBank Name Curated (Extracted Product)
YP_443852	No Match Found	No Match
NP_040176	No Match Found	No Match
NP_042969	CAA58368.2	Product
NP_050255	No Match Found	No Match
YP_009137080	AEQ77036.1	GenBank Name Curated (Extracted Product)
YP_401682	No Match Found	No Match
YP_073816	No Match Found	No Match
YP_002608292	No Match Found	No Match
NP_851865	No Match Found	No Match
YP_005271201	No Match Found	No Match
NP_043987	No Match Found	No Match
YP_005454310	AFE61999.1	Product
YP_008798239	AGZ20419.1	Product
YP_004935994	AEV80383.1	GenBank Name Curated (Extracted Product)
NP_043953	No Match Found	No Match
NP_851593	AAP41063.1	GenBank Name Curated (Extracted Product)
NP_619795	AAM13453.2	GenBank Name Curated (Extracted Product)
YP_717936	No Match Found	No Match
NP_043508	No Match Found	No Match
YP_009555259	No Match Found	No Match
YP_009944287	No Match Found	No Match
YP_009742614	No Match Found	No Match
YP_009047219	No Match Found	No Match
YP_459938	No Match Found	No Match
YP_009944298	No Match Found	No Match
NP_835348	No Match Found	No Match
YP_009924325	No Match Found	No Match
YP_009944275	No Match Found	No Match
YP_009047235	No Match Found	No Match
YP_009944372	No Match Found	No Match
NP_828865	No Match Found	No Match
YP_009725303	No Match Found	No Match
NP_742134	No Match Found	No Match
YP_009047079	No Match Found	No Match
YP_004934008	No Match Found	No Match
YP_003275952	No Match Found	No Match
YP_006905858	No Match Found	No Match
YP_006905852	No Match Found	No Match
YP_003090287	No Match Found	No Match
YP_006905855	No Match Found	No Match
NP_694476	No Match Found	No Match
NP_694458	No Match Found	No Match
YP_081461	AAR31567.1	GenBank Name Curated (Extracted Product)
YP_009137085	AEQ77041.1	GenBank Name Curated (Extracted Product)
YP_009137162	AEV91349.1	GenBank Name Curated (Extracted Product)
NP_851870	AAP41429.1	GenBank Name Curated (Extracted Product)
YP_443857	No Match Found	No Match
NP_938382	AAR07483.1	Product
YP_010085587	AXN74924.1	GenBank Name Curated (Extracted Product)
NP_042158	No Match Found	No Match
NP_619925	AAM13583.1	GenBank Name Curated (Extracted Product)
NP_044064	No Match Found	No Match
NP_938356	AAR07457.1	Product
NP_957863	AAR98311.1	GenBank Name Curated (Extracted Product)
NP_073486	CAC21339.1	GenBank Name Curated (Extracted Product)
YP_009408509	No Match Found	No Match
YP_233011	AAO89408.1	GenBank Name Curated (Extracted Product)
YP_010377118	No Match Found	No Match
YP_392486	CAB52751.1	GenBank Name Curated (Extracted Product)
NP_042228	No Match Found	No Match
NP_042915	CAA58402.1	Product
NP_050202	No Match Found	No Match
NP_938350	No Match Found	No Match
NP_073480	CAC21333.1	GenBank Name Curated (Extracted Product)
YP_006491234	No Match Found	No Match
YP_006491228	No Match Found	No Match
NP_818941	No Match Found	No Match
NP_050216	No Match Found	No Match
NP_042928	CAA58415.1	Product
YP_073775	No Match Found	No Match
YP_004936027	AEV80416.1	GenBank Name Curated (Extracted Product)
YP_009507315	AKG54928.1	GenBank Name Curated (Extracted Product)
YP_010377160	No Match Found	No Match
YP_010085640	AXN74977.1	GenBank Name Curated (Extracted Product)
NP_619978	AAM13636.1	GenBank Name Curated (Extracted Product)
NP_803203	No Match Found	No Match
NP_938385	No Match Found	No Match
NP_073514	CAC21367.1	GenBank Name Curated (Extracted Product)
NP_150078	No Match Found	No Match
NP_056806	No Match Found	No Match
YP_009508548	No Match Found	No Match
YP_009508554	No Match Found	No Match
YP_009666128	No Match Found	No Match
YP_009508558	No Match Found	No Match
NP_050183	No Match Found	No Match
YP_081455	AAR31561.1	GenBank Name Curated (Extracted Product)
NP_783767	No Match Found	No Match
NP_783802	No Match Found	No Match
YP_004936108	AEV80496.1	GenBank Name Curated (Extracted Product)
YP_004169280	No Match Found	No Match
YP_006393291	AEM24603.1	GenBank Name Curated (Extracted Product)
YP_009163894	No Match Found	No Match
YP_009551933	No Match Found	No Match
YP_008433329	CDG41971.1	GenBank Name Curated (Extracted Product)
YP_009345875	No Match Found	No Match
YP_009175017	AFV27113.1	Product
YP_009022060	AHN16188.1	GenBank Name Curated (Extracted Product)
YP_009362309	No Match Found	No Match
YP_009553035	No Match Found	No Match
YP_008828148	AHA37351.1	Product
YP_009507314	AKG54927.1	GenBank Name Curated (Extracted Product)
YP_009158855	AKP16343.1	Product
YP_009553532	No Match Found	No Match
NP_597740	No Match Found	No Match
YP_009553512	No Match Found	No Match
YP_009553022	No Match Found	No Match
YP_009553519	No Match Found	No Match
YP_003858577	ADE45485.1	Product
YP_006393284	AEM24596.1	GenBank Name Curated (Extracted Product)
YP_006393312	No Match Found	No Match
YP_006908975	AFV27093.1	Product
YP_009507294	No Match Found	No Match
NP_077119	No Match Found	No Match
YP_006393305	AEM24631.1	GenBank Name Curated (Extracted Product)
YP_009552558	No Match Found	No Match
YP_008083734	AFL02849.1	Product
YP_003668028	ADH29808.1	GenBank Name Curated (Extracted Product)
YP_006393298	No Match Found	No Match
YP_004934015	BAL14430.1	GenBank Name Curated (Extracted Product)
YP_009552551	No Match Found	No Match
YP_009508895	ANG08960.1	Product
YP_009507300	AHC00347.1	Product
YP_004169294	ADQ85976.1	Product
YP_004169266	No Match Found	No Match
YP_009508232	CDI44920.1	GenBank Name Curated (Extracted Product)
YP_003084349	ACT76415.1	GenBank Name Curated (Extracted Product)
YP_009553525	No Match Found	No Match
NP_041328	No Match Found	No Match
YP_009134746	No Match Found	No Match
YP_004169273	No Match Found	No Match
YP_004169287	ADQ85962.1	Product
YP_009507307	AGC93431.1	Product
YP_009480524	ALS88189.1	GenBank Name Curated (Extracted Product)
YP_009666331	BBE15815.1	GenBank Name Curated (Extracted Product)
YP_010086173	ALX81177.1	GenBank Name Curated (Extracted Product)
YP_003848705	ABD38819.1	Product
YP_009512940	AKF42403.1	GenBank Name Curated (Extracted Product)
YP_089671	No Match Found	No Match
YP_010085498	No Match Found	No Match
YP_232928	No Match Found	No Match
NP_619842	AAM13500.1	GenBank Name Curated (Extracted Product)
YP_010377034	No Match Found	No Match
NP_042075	No Match Found	No Match
YP_009408425	No Match Found	No Match
YP_009094367	AHY85665.1	GenBank Name Curated (Extracted Product)
YP_002455787	No Match Found	No Match
NP_050203	No Match Found	No Match
NP_042916	CAA58403.1	Product
YP_004935976	No Match Found	No Match
NP_040183	No Match Found	No Match
YP_081577	AAR31681.1	GenBank Name Curated (Extracted Product)
YP_004936102	AEV80490.1	GenBank Name Curated (Extracted Product)
NP_044097	No Match Found	No Match
YP_009137151	No Match Found	No Match
NP_851918	No Match Found	No Match
YP_009137210	No Match Found	No Match
YP_009137133	No Match Found	No Match
YP_443905	No Match Found	No Match
YP_009137074	No Match Found	No Match
NP_851859	No Match Found	No Match
YP_443846	No Match Found	No Match
NP_056844	No Match Found	No Match
YP_009507712	AFX73382.1	Product
YP_009507721	AFX73393.1	Product
NP_042933	CAA58374.2	Product
NP_851888	No Match Found	No Match
YP_002608261	No Match Found	No Match
YP_401715	No Match Found	No Match
NP_050221	No Match Found	No Match
YP_443875	No Match Found	No Match
YP_004936032	AEV80420.1	GenBank Name Curated (Extracted Product)
YP_009137103	AEQ77059.1	GenBank Name Curated (Extracted Product)
YP_001129509	No Match Found	No Match
YP_081515	AAR31621.1	GenBank Name Curated (Extracted Product)
YP_009137180	AEV91367.1	GenBank Name Curated (Extracted Product)
YP_001129353	ABD28850.1	Product
YP_073780	No Match Found	No Match
NP_040153	No Match Found	No Match
YP_002302224	ABG75808.1	GenBank Name Curated (Extracted Product)
NP_050272	No Match Found	No Match
YP_009246387	No Match Found	No Match
YP_009246426	No Match Found	No Match
YP_009246354	No Match Found	No Match
NP_787042	No Match Found	No Match
YP_004935973	AEV80361.1	GenBank Name Curated (Extracted Product)
YP_001856242	No Match Found	No Match
NP_705927	No Match Found	No Match
NP_705927	No Match Found	No Match
